Activity Date,Process Date,Settle Date,Instrument,Description,Trans Code,Quantity,Price,Amount
4/19/23,4/19/23,4/20/23,TSLA,TSLA 4/21/2023 Call $191.67,BTO,1,$2.62 ,($262.00)
4/19/23,4/19/23,4/20/23,NFLX,NFLX 4/21/2023 Call $380.00,STC,5,$0.01 ,$4.98 
4/19/23,4/19/23,4/20/23,NFLX,NFLX 4/21/2023 Call $375.00,BTC,5,$0.03 ,($15.00)
4/19/23,4/19/23,4/21/23,AMZN,"Amazon
CUSIP: 023135106",Sell,10,$101.67 ,"$1,016.69 "
4/14/23,4/14/23,4/17/23,NFLX,NFLX 4/21/2023 Call $380.00,BTO,3,$3.60 ,"($1,080.00)"
4/14/23,4/14/23,4/17/23,NFLX,NFLX 4/21/2023 Call $380.00,BTO,2,$3.60 ,($720.00)
4/14/23,4/14/23,4/17/23,NFLX,NFLX 4/21/2023 Call $375.00,STO,3,$4.47 ,"$1,340.97 "
4/14/23,4/14/23,4/17/23,NFLX,NFLX 4/21/2023 Call $375.00,STO,2,$4.47 ,$893.98 
4/14/23,4/14/23,4/17/23,TSLA,TSLA 4/14/2023 Put $185.00,BTC,2,$2.12 ,($424.00)
4/14/23,4/14/23,4/17/23,TSLA,TSLA 4/14/2023 Put $182.50,STC,2,$0.84 ,$167.98 
4/13/23,4/13/23,4/14/23,TSLA,TSLA 4/14/2023 Put $185.00,BTC,3,$1.65 ,($495.00)
4/13/23,4/13/23,4/14/23,TSLA,TSLA 4/14/2023 Put $182.50,STC,3,$0.83 ,$248.98 
4/13/23,4/13/23,4/17/23,AMZN,"Amazon
CUSIP: 023135106",Buy,10,$102.32 ,"($1,023.18)"
4/13/23,4/13/23,4/14/23,TSM,TSM 4/21/2023 Call $92.00,BTO,6,$0.77 ,($462.00)
4/13/23,4/13/23,4/14/23,TSM,TSM 4/21/2023 Call $92.00,BTO,4,$0.77 ,($308.00)
4/13/23,4/13/23,4/14/23,TSM,TSM 4/21/2023 Call $90.00,STO,1,$1.30 ,$129.98 
4/13/23,4/13/23,4/14/23,TSM,TSM 4/21/2023 Call $90.00,STO,5,$1.30 ,$649.98 
4/13/23,4/13/23,4/14/23,TSM,TSM 4/21/2023 Call $90.00,STO,4,$1.30 ,$519.98 
4/13/23,4/13/23,4/14/23,TSLA,TSLA 4/14/2023 Put $185.00,STO,5,$1.77 ,$884.98 
4/13/23,4/13/23,4/14/23,TSLA,TSLA 4/14/2023 Put $182.50,BTO,5,$0.93 ,($465.00)
4/13/23,4/13/23,4/13/23,,ACH Deposit,ACH,,,"$5,000.00 "
4/11/23,4/11/23,4/11/23,,ACH Withdrawal,ACH,,,($250.87)
3/31/23,3/31/23,4/3/23,COIN,COIN 3/31/2023 Call $65.00,BTC,4,$3.44 ,"($1,376.00)"
3/31/23,3/31/23,4/3/23,COIN,COIN 3/31/2023 Call $68.00,STC,4,$1.04 ,$415.98 
3/28/23,3/28/23,3/29/23,COIN,COIN 3/31/2023 Call $65.00,STO,4,$2.04 ,$815.98 
3/28/23,3/28/23,3/29/23,COIN,COIN 3/31/2023 Call $68.00,BTO,4,$1.16 ,($464.00)
3/28/23,3/28/23,3/29/23,TSLA,TSLA 3/31/2023 Put $187.50,STC,1,$4.05 ,$404.98 
3/28/23,3/28/23,3/29/23,TSLA,TSLA 3/31/2023 Put $187.50,STC,1,$4.00 ,$399.98 
3/28/23,3/28/23,3/29/23,TSLA,TSLA 3/31/2023 Put $187.50,BTO,2,$3.75 ,($750.00)
3/27/23,3/27/23,3/27/23,,ACH Withdrawal,ACH,,,($73.11)
3/24/23,3/24/23,3/24/23,,Instant bank transfer - account ending in 6978,RTP,,,($35.00)
3/24/23,3/24/23,3/24/23,,Instant bank transfer - withdrawal fee,RTP,,,($0.53)
3/24/23,3/24/23,3/27/23,AMD,AMD 3/24/2023 Call $100.00,BTC,3,$0.11 ,($33.00)
3/24/23,3/24/23,3/27/23,AMD,AMD 3/24/2023 Call $103.00,STC,3,$0.01 ,$2.98 
3/23/23,3/23/23,3/24/23,AMD,AMD 3/24/2023 Call $100.00,STO,1,$1.10 ,$109.98 
3/23/23,3/23/23,3/24/23,AMD,AMD 3/24/2023 Call $100.00,STO,1,$1.10 ,$109.98 
3/23/23,3/23/23,3/24/23,AMD,AMD 3/24/2023 Call $100.00,STO,1,$1.10 ,$109.98 
3/23/23,3/23/23,3/24/23,AMD,AMD 3/24/2023 Call $103.00,BTO,1,$0.29 ,($29.00)
3/23/23,3/23/23,3/24/23,AMD,AMD 3/24/2023 Call $103.00,BTO,1,$0.29 ,($29.00)
3/23/23,3/23/23,3/24/23,AMD,AMD 3/24/2023 Call $103.00,BTO,1,$0.29 ,($29.00)
3/23/23,3/23/23,3/24/23,COIN,COIN 3/24/2023 Call $74.00,STC,1,$0.27 ,$26.98 
3/23/23,3/23/23,3/24/23,COIN,COIN 3/24/2023 Call $74.00,STC,1,$0.26 ,$25.98 
3/23/23,3/23/23,3/24/23,COIN,COIN 3/24/2023 Call $70.00,BTC,1,$0.84 ,($84.00)
3/23/23,3/23/23,3/24/23,COIN,COIN 3/24/2023 Call $70.00,BTC,1,$0.83 ,($83.00)
3/23/23,3/23/23,3/24/23,COIN,COIN 3/24/2023 Call $74.00,BTO,2,$0.64 ,($128.00)
3/23/23,3/23/23,3/24/23,COIN,COIN 3/24/2023 Call $70.00,STO,2,$1.62 ,$323.98 
3/23/23,3/23/23,3/24/23,GME,GME 3/24/2023 Call $24.50,STC,4,$0.92 ,$367.98 
3/23/23,3/23/23,3/24/23,GME,GME 3/24/2023 Call $23.00,BTC,4,$1.77 ,($708.00)
3/23/23,3/23/23,3/24/23,GME,GME 3/24/2023 Call $24.50,BTO,2,$0.49 ,($98.00)
3/23/23,3/23/23,3/24/23,GME,GME 3/24/2023 Call $24.50,BTO,2,$0.49 ,($98.00)
3/23/23,3/23/23,3/24/23,GME,GME 3/24/2023 Call $23.00,STO,2,$1.05 ,$209.98 
3/23/23,3/23/23,3/24/23,GME,GME 3/24/2023 Call $23.00,STO,2,$1.05 ,$209.98 
3/23/23,3/23/23,3/24/23,COIN,COIN 3/24/2023 Call $87.00,STC,1,$0.04 ,$3.98 
3/23/23,3/23/23,3/24/23,COIN,COIN 3/24/2023 Call $80.00,BTC,1,$0.14 ,($14.00)
3/21/23,3/21/23,3/22/23,COIN,COIN 3/24/2023 Call $87.00,BTO,1,$2.60 ,($260.00)
3/21/23,3/21/23,3/22/23,COIN,COIN 3/24/2023 Call $80.00,STO,1,$5.75 ,$574.98 
3/21/23,3/21/23,3/22/23,TSLA,TSLA 3/24/2023 Put $180.00,STC,3,$1.33 ,$398.98 
3/21/23,3/21/23,3/22/23,TSLA,TSLA 3/24/2023 Put $180.00,BTO,3,$1.28 ,($384.00)
3/21/23,3/21/23,3/22/23,COIN,COIN 3/24/2023 Call $74.00,BTC,1,$7.30 ,($730.00)
3/21/23,3/21/23,3/22/23,COIN,COIN 3/24/2023 Call $80.00,STC,1,$3.80 ,$379.98 
3/20/23,3/20/23,3/21/23,COIN,COIN 3/24/2023 Call $80.00,BTO,1,$2.69 ,($269.00)
3/20/23,3/20/23,3/21/23,COIN,COIN 3/24/2023 Call $74.00,STO,1,$5.04 ,$503.98 
3/17/23,3/17/23,3/20/23,TSLA,TSLA 3/17/2023 Call $180.00,BTC,1,$0.39 ,($39.00)
3/17/23,3/17/23,3/20/23,TSLA,TSLA 3/17/2023 Call $185.00,STC,1,$0.03 ,$2.98 
3/15/23,3/15/23,3/16/23,TSLA,TSLA 3/17/2023 Call $180.00,STO,1,$3.72 ,$371.98 
3/15/23,3/15/23,3/16/23,TSLA,TSLA 3/17/2023 Call $185.00,BTO,1,$1.72 ,($172.00)
3/13/23,3/13/23,3/14/23,TSLA,TSLA 3/17/2023 Call $180.00,STC,1,$1.54 ,$153.98 
3/13/23,3/13/23,3/14/23,TSLA,TSLA 3/17/2023 Call $180.00,STC,1,$1.50 ,$149.98 
3/13/23,3/13/23,3/14/23,TSLA,TSLA 3/17/2023 Call $180.00,BTO,2,$1.95 ,($390.00)
3/13/23,3/13/23,3/13/23,,ACH Deposit,ACH,,,$450.00 
1/9/23,1/9/23,1/9/23,,Instant bank transfer - withdrawal fee,RTP,,,($0.24)
1/9/23,1/9/23,1/9/23,,Instant bank transfer - account ending in 6978,RTP,,,($15.68)
